flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
418,GoAir,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:45,7:20,31/03/19,26/10/19
395,GoAir,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:15,10:00,31/03/19,26/10/19
706,GoAir,Ranchi,Mumbai,Saturday,11:25,13:55,28/10/18,25/11/18
706,GoAir,Ranchi,Mumbai,Saturday,11:25,13:55,02/12/18,27/01/19
706,GoAir,Ranchi,Mumbai,Saturday,11:25,13:55,03/02/19,24/03/19
484,GoAir,Ranchi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:15,22:00,28/10/18,30/03/19
582,GoAir,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:25,13:55,29/10/18,30/11/18
582,GoAir,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:25,13:55,01/12/18,31/01/19
582,GoAir,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:25,13:55,01/02/19,30/03/19
302,GoAir,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:00,6:55,28/10/18,30/03/19
304,GoAir,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45,15:40,28/10/18,30/03/19
380,GoAir,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0:05,,29/10/18,31/03/19
381,GoAir,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:40,,28/10/18,30/03/19
478,GoAir,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:10,14:35,28/10/18,30/03/19
372,GoAir,Goa,Mumbai,"Sunday,Monday,Thursday,Friday,Saturday",18:15,,28/10/18,30/03/19
512,GoAir,Kolkata,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:25,,28/10/18,30/03/19
287,GoAir,Srinagar,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,18:25,28/10/18,30/03/19
710,GoAir,Delhi,Leh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:25,8:55,28/10/18,31/01/19
220,GoAir,Delhi,Leh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:15,10:55,01/02/19,30/03/19
205,GoAir,Jammu,Leh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:45,10:55,28/10/18,31/01/19
472,GoAir,Hyderabad,Patna,Monday,19:00,,30/10/18,26/03/19
135,GoAir,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:05,7:45,28/10/18,30/11/18
135,GoAir,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:05,7:45,01/02/19,30/03/19
140,GoAir,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:45,,28/10/18,30/11/18
140,GoAir,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:45,,01/02/19,30/03/19
140,GoAir,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:50,,01/12/18,31/01/19
131,GoAir,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:00,,28/10/18,31/01/19
131,GoAir,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:00,,01/02/19,30/03/19
149,GoAir,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:10,16:40,28/10/18,30/03/19
217,GoAir,Delhi,Patna,"Monday,Wednesday,Thursday,Saturday",17:55,19:35,28/10/18,30/11/18
217,GoAir,Delhi,Patna,"Monday,Wednesday,Thursday,Saturday",17:55,,01/02/19,29/03/19
737,GoAir,Bhubaneswar,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:45,22:05,28/10/18,30/03/19
471,GoAir,Nagpur,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:35,,28/10/18,30/03/19
517,GoAir,Nagpur,Patna,Saturday,14:10,,28/10/18,30/03/19
585,GoAir,Mumbai,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:20,13:45,28/10/18,30/03/19
272,GoAir,Bengaluru,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:15,11:50,28/10/18,30/03/19
274,GoAir,Bengaluru,Patna,Monday,19:20,,30/10/18,26/03/19
274,GoAir,Bengaluru,Patna,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:20,,28/10/18,30/03/19
373,GoAir,Bengaluru,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:20,11:50,31/03/19,26/10/19
761,GoAir,Kolkata,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:25,14:45,28/10/18,30/03/19
461,GoAir,Mumbai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",4:00,7:25,28/10/18,28/02/19
802,GoAir,Bengaluru,Port Blair,Monday,11:45,14:30,30/10/18,26/03/19
802,GoAir,Bengaluru,Port Blair,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:10,14:45,28/10/18,30/03/19
802,GoAir,Bengaluru,Port Blair,Monday,11:55,14:30,17/09/19,22/10/19
802,GoAir,Bengaluru,Port Blair,Monday,11:55,14:30,02/04/19,11/06/19
802,GoAir,Bengaluru,Port Blair,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:10,14:50,31/03/19,14/06/19
802,GoAir,Bengaluru,Port Blair,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:10,14:50,16/09/19,26/10/19
305,GoAir,Chennai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:15,10:30,28/10/18,30/03/19
101,GoAir,Kolkata,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:35,10:55,28/10/18,30/03/19
551,GoAir,Hyderabad,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",8:35,10:30,29/10/18,30/03/19
554,GoAir,Hyderabad,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:20,20:05,28/10/18,30/03/19
554,GoAir,Hyderabad,Ahmedabad,Monday,18:20,,30/10/18,26/03/19
719,GoAir,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:00,7:40,28/10/18,30/03/19
717,GoAir,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,17:05,28/10/18,30/03/19
713,GoAir,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:05,21:45,28/10/18,30/03/19
805,GoAir,Lucknow,Ahmedabad,Monday,11:15,13:10,30/10/18,26/03/19
732,GoAir,Lucknow,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:15,17:00,28/10/18,30/03/19
730,GoAir,Kochi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",9:25,,28/10/18,30/03/19
702,GoAir,Kochi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:50,16:30,28/10/18,30/03/19
730,GoAir,Kochi,Ahmedabad,Saturday,14:10,,28/10/18,30/03/19
365,GoAir,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:40,8:55,28/10/18,30/03/19
569,GoAir,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,20:40,28/10/18,30/03/19
412,GoAir,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:40,0:05,28/10/18,30/03/19
701,GoAir,Jaipur,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",8:55,10:15,29/10/18,30/03/19
801,GoAir,Bengaluru,Ahmedabad,Monday,6:05,8:30,30/10/18,26/03/19
801,GoAir,Bengaluru,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:35,,29/10/18,30/03/19
803,GoAir,Bengaluru,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:00,21:15,28/10/18,30/03/19
801,GoAir,Bengaluru,Ahmedabad,Monday,6:30,8:40,02/04/19,22/10/19
801,GoAir,Bengaluru,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:30,,01/04/19,26/10/19
514,GoAir,Chandigarh,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",10:45,12:45,29/10/18,30/03/19
912,GoAir,Chandigarh,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",16:05,17:35,29/10/18,30/03/19
451,GoAir,Pune,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:15,,28/10/18,30/03/19
911,GoAir,Chennai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",7:30,10:00,29/10/18,30/03/19
911,GoAir,Chennai,Ahmedabad,Saturday,15:15,17:35,28/10/18,24/03/19
794,GoAir,Goa,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:30,22:35,28/10/18,30/03/19
537,GoAir,Kolkata,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:25,19:25,28/10/18,30/03/19
430,GoAir,Hyderabad,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:55,12:15,28/10/18,30/03/19
390,GoAir,Mumbai,Jaipur,Saturday,5:45,,28/10/18,28/10/18
390,GoAir,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:45,,29/10/18,30/11/18
390,GoAir,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:45,7:45,01/12/18,31/01/19
390,GoAir,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:45,7:45,01/02/19,30/03/19
391,GoAir,Mumbai,Jaipur,"Sunday,Tuesday,Wednesday,Friday",13:25,,29/10/18,30/03/19
702,GoAir,Ahmedabad,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05,18:45,28/10/18,30/03/19
702,GoAir,Ahmedabad,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,18:30,31/03/19,26/10/19
383,GoAir,Chennai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:40,17:25,28/10/18,30/03/19
701,GoAir,Kolkata,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:45,,28/10/18,30/03/19
291,GoAir,Hyderabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:35,,28/10/18,30/03/19
896,GoAir,Hyderabad,Bengaluru,Saturday,13:10,14:25,28/10/18,24/03/19
113,GoAir,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:50,8:40,28/10/18,30/03/19
120,GoAir,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",15:15,18:05,29/10/18,30/03/19
557,GoAir,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:35,21:25,28/10/18,30/03/19
811,GoAir,Nagpur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:00,7:40,28/10/18,30/03/19
810,GoAir,Nagpur,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30,15:00,28/10/18,30/03/19
807,GoAir,Lucknow,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:15,14:00,28/10/18,30/03/19
806,GoAir,Lucknow,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:00,21:40,28/10/18,30/03/19
806,GoAir,Lucknow,Bengaluru,Monday,19:35,22:10,30/10/18,26/03/19
410,GoAir,Kochi,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,15:20,28/10/18,30/03/19
517,GoAir,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Friday,Saturday",6:00,7:40,28/10/18,30/03/19
517,GoAir,Mumbai,Bengaluru,"Tuesday,Wednesday",6:00,,31/10/18,28/03/19
323,GoAir,Mumbai,Bengaluru,Saturday,14:35,,28/10/18,25/11/18
323,GoAir,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",14:35,,29/10/18,30/11/18
323,GoAir,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:35,,01/12/18,31/01/19
323,GoAir,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",14:35,,01/02/19,30/03/19
323,GoAir,Mumbai,Bengaluru,Saturday,14:35,,03/02/19,24/03/19
396,GoAir,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:00,22:45,28/10/18,30/03/19
525,GoAir,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:45,,28/10/18,31/03/19
273,GoAir,Patna,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:50,,28/10/18,30/11/18
273,GoAir,Patna,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:50,,01/02/19,30/03/19
375,GoAir,Patna,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:55,,01/12/18,31/01/19
271,GoAir,Patna,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:25,14:55,28/10/18,30/03/19
803,GoAir,Port Blair,Bengaluru,Monday,15:15,,30/10/18,26/03/19
803,GoAir,Port Blair,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:15,17:55,28/10/18,30/03/19
802,GoAir,Ahmedabad,Bengaluru,Monday,9:00,11:05,30/10/18,26/03/19
802,GoAir,Ahmedabad,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:10,11:25,28/10/18,30/03/19
805,GoAir,Ahmedabad,Bengaluru,Monday,13:45,16:00,30/10/18,26/03/19
804,GoAir,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:50,,28/10/18,30/03/19
802,GoAir,Ahmedabad,Bengaluru,Monday,9:10,,02/04/19,22/10/19
802,GoAir,Ahmedabad,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:10,,31/03/19,26/10/19
804,GoAir,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:45,,31/03/19,26/10/19
273,GoAir,Ranchi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:00,,01/12/18,31/01/19
272,GoAir,Ranchi,Bengaluru,Monday,13:40,16:05,30/10/18,26/03/19
375,GoAir,Ranchi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:10,,28/10/18,30/11/18
375,GoAir,Ranchi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:10,,01/02/19,30/03/19
844,GoAir,Chandigarh,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:35,,28/10/18,30/03/19
293,GoAir,Pune,Bengaluru,Saturday,1:25,,28/10/18,28/10/18
293,GoAir,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",1:25,,29/10/18,30/03/19
895,GoAir,Pune,Bengaluru,Saturday,17:00,18:25,28/10/18,24/03/19
242,GoAir,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:45,20:15,28/10/18,30/03/19
284,GoAir,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:50,,28/10/18,30/03/19
403,GoAir,Guwahati,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:55,10:20,28/10/18,30/03/19
286,GoAir,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:00,15:10,28/10/18,30/03/19
830,GoAir,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:25,,29/10/18,30/03/19
143,GoAir,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:25,,28/10/18,30/11/18
143,GoAir,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:25,7:20,01/12/18,31/01/19
143,GoAir,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:25,,01/02/19,30/03/19
245,GoAir,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:55,10:40,28/10/18,30/03/19
237,GoAir,Delhi,Ranchi,"Monday,Wednesday,Thursday,Saturday",12:55,,28/10/18,29/03/19
145,GoAir,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:30,20:20,28/10/18,30/03/19
898,GoAir,Nagpur,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:15,,28/10/18,30/03/19
705,GoAir,Mumbai,Ranchi,Saturday,8:35,10:55,28/10/18,25/11/18
705,GoAir,Mumbai,Ranchi,Saturday,8:35,10:55,02/12/18,27/01/19
705,GoAir,Mumbai,Ranchi,Saturday,8:35,10:55,03/02/19,24/03/19
483,GoAir,Mumbai,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,18:40,28/10/18,30/03/19
272,GoAir,Patna,Ranchi,Monday,12:25,13:10,30/10/18,26/03/19
782,GoAir,Ahmedabad,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",15:30,,29/10/18,30/03/19
374,GoAir,Bengaluru,Ranchi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:20,,28/10/18,30/03/19
374,GoAir,Bengaluru,Ranchi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:30,14:00,31/03/19,26/10/19
381,GoAir,Mumbai,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",8:35,10:55,29/10/18,30/11/18
381,GoAir,Mumbai,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",8:35,10:55,01/12/18,31/01/19
381,GoAir,Mumbai,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",8:35,10:55,01/02/19,30/03/19
514,GoAir,Patna,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",7:25,9:45,29/10/18,30/03/19
911,GoAir,Ahmedabad,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",10:30,12:05,29/10/18,30/03/19
515,GoAir,Ahmedabad,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",13:50,,29/10/18,30/03/19
911,GoAir,Ahmedabad,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",10:30,12:10,01/04/19,26/10/19
373,GoAir,Goa,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",4:45,,29/10/18,30/03/19
912,GoAir,Srinagar,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",14:15,15:30,29/10/18,30/03/19
173,GoAir,Delhi,Pune,Friday,8:00,10:15,03/11/18,30/03/19
173,GoAir,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",8:35,,28/10/18,30/11/18
173,GoAir,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",8:35,,02/12/18,31/01/19
173,GoAir,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",8:35,,01/02/19,29/03/19
275,GoAir,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:15,20:25,28/10/18,30/03/19
175,GoAir,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:55,,28/10/18,30/03/19
891,GoAir,Nagpur,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",2:50,,28/10/18,30/03/19
284,GoAir,Nagpur,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:10,22:20,28/10/18,30/03/19
593,GoAir,Kochi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:15,,28/10/18,30/03/19
633,GoAir,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:10,22:30,28/10/18,30/03/19
633,GoAir,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:15,22:35,31/03/19,26/10/19
283,GoAir,Bengaluru,Pune,"Wednesday,Saturday",5:45,,01/11/18,28/03/19
283,GoAir,Bengaluru,Pune,"Sunday,Monday,Tuesday,Thursday,Friday",5:45,,29/10/18,30/03/19
893,GoAir,Bengaluru,Pune,Saturday,15:00,16:30,28/10/18,24/03/19
241,GoAir,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,18:15,28/10/18,30/03/19
292,GoAir,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:20,,28/10/18,30/03/19
283,GoAir,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:45,,01/04/19,26/10/19
451,GoAir,Chennai,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:00,22:45,28/10/18,30/03/19
394,GoAir,Kolkata,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:05,,01/12/18,31/01/19
394,GoAir,Kolkata,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:05,,28/10/18,30/11/18
394,GoAir,Kolkata,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:05,,01/02/19,30/03/19
414,GoAir,Hyderabad,Guwahati,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:00,21:30,28/10/18,30/03/19
151,GoAir,Delhi,Guwahati,"Monday,Wednesday,Thursday,Saturday",12:35,,28/10/18,29/03/19
151,GoAir,Delhi,Guwahati,"Sunday,Tuesday,Friday",12:35,,29/10/18,30/03/19
402,GoAir,Nagpur,Guwahati,Monday,16:30,,28/10/18,30/03/19
155,GoAir,Bagdogra,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:00,16:50,28/10/18,30/03/19
153,GoAir,Bagdogra,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:55,14:55,31/03/19,26/10/19
402,GoAir,Bengaluru,Guwahati,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:50,19:00,28/10/18,30/03/19
951,GoAir,Chennai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",3:55,6:50,28/10/18,30/03/19
401,GoAir,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",4:40,6:15,28/10/18,30/03/19
532,GoAir,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:15,10:30,28/10/18,30/03/19
954,GoAir,Hyderabad,Chennai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,,28/10/18,30/03/19
310,GoAir,Bhubaneswar,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:20,,28/10/18,30/03/19
982,GoAir,Bagdogra,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:15,16:05,28/10/18,30/03/19
305,GoAir,Mumbai,Chennai,"Sunday,Monday,Tuesday,Friday,Saturday",5:45,7:40,28/10/18,30/03/19
305,GoAir,Mumbai,Chennai,"Wednesday,Thursday",5:45,,01/11/18,29/03/19
303,GoAir,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:35,20:30,28/10/18,30/03/19
956,GoAir,Patna,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:50,,28/10/18,30/03/19
304,GoAir,Port Blair,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:00,13:10,28/10/18,30/03/19
913,GoAir,Ahmedabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:05,,28/10/18,30/03/19
1425,GoAir,Ahmedabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday",13:45,16:05,01/05/19,25/10/19
912,GoAir,Ahmedabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:35,1:00,31/03/19,26/10/19
922,GoAir,Pune,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",4:40,,28/10/18,30/03/19
633,GoAir,Pune,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:00,0:45,28/10/18,30/03/19
382,GoAir,Guwahati,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:35,23:20,28/10/18,30/03/19
416,GoAir,Guwahati,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:00,1:00,28/10/18,30/03/19
635,GoAir,Ahmedabad,Kannur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:20,19:15,31/03/19,26/10/19
622,GoAir,Bengaluru,Kannur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:40,8:40,31/03/19,26/10/19
205,GoAir,Delhi,Jammu,Wednesday,7:30,,01/11/18,31/01/19
205,GoAir,Delhi,Jammu,Tuesday,7:30,,31/10/18,30/01/19
205,GoAir,Delhi,Jammu,"Sunday,Monday,Thursday,Friday,Saturday",7:30,,28/10/18,29/01/19
205,GoAir,Delhi,Jammu,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:30,,01/02/19,30/03/19
185,GoAir,Delhi,Jammu,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:05,15:30,28/10/18,30/03/19
287,GoAir,Mumbai,Jammu,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:50,,28/10/18,30/11/18
